id,symbol,sequence,ask_price,ask_size,bid_price,bid_size,time_coinapi,time_exchange,ts
887e013a-4b36-452d-a0b6-114cd17e70a6,QUOTE_COINBASE_SPOT_ETH_BTC,1424639,0.0738,20.79150093,0.07377,0.74,2022-12-11T22:54:12.681751300Z,2022-12-11T22:54:12.614463Z
4557c502-d507-4fdf-993e-395e42103208,QUOTE_COINBASE_SPOT_ETH_BTC,1424640,0.0738,24.74930893,0.07377,0.74,2022-12-11T22:54:16.684584700Z,2022-12-11T22:54:16.616516Z
0fa24b21-889f-4c34-a7a1-855c8657b785,QUOTE_COINBASE_SPOT_ETH_BTC,1424641,0.0738,26.04930893,0.07377,0.74,2022-12-11T22:54:16.748914900Z,2022-12-11T22:54:16.675699Z
e983333a-6a40-4324-9c2e-3723820d03e9,QUOTE_COINBASE_SPOT_ETH_BTC,1424645,0.0738,29.49610893,0.07376,1.75,2022-12-11T22:54:20.245258800Z,2022-12-11T22:54:20.177944Z
ebdda6b7-53ad-436c-95fd-5e5f5f93216c,QUOTE_COINBASE_SPOT_ETH_BTC,1424648,0.0738,20.19610893,0.07376,0.75,2022-12-11T22:54:21.174388600Z,2022-12-11T22:54:21.107022Z
0a180ef5-585b-4665-b3f8-4f0cb722371c,QUOTE_COINBASE_SPOT_ETH_BTC,1424649,0.0738,20.19610893,0.07376,1.75,2022-12-11T22:54:22.187043700Z,2022-12-11T22:54:22.119269Z
4d01dcc2-336e-4dcb-acc4-cbd1edb3ea18,QUOTE_COINBASE_SPOT_ETH_BTC,1424651,0.0738,5.7768,0.07376,1.75,2022-12-11T22:54:22.238647500Z,2022-12-11T22:54:22.168456Z
06645016-6176-464f-9e71-f9cdfc418449,QUOTE_COINBASE_SPOT_ETH_BTC,1424653,0.0738,6.52285206,0.07377,1,2022-12-11T22:54:23.193392400Z,2022-12-11T22:54:23.121024Z
11f38b84-47ef-4fa9-a1f6-1385fd77ab19,QUOTE_COINBASE_SPOT_ETH_BTC,1424656,0.0738,14.52285206,0.07376,1.75,2022-12-11T22:54:23.261204700Z,2022-12-11T22:54:23.193309Z
e8695418-fb7c-4382-ac54-fc0fbf3689c0,QUOTE_COINBASE_SPOT_ETH_BTC,1424657,0.0738,15.27285206,0.07376,1.75,2022-12-11T22:54:23.806498800Z,2022-12-11T22:54:23.738576Z
6da1c39a-85bd-428e-b126-605498f00b33,QUOTE_COINBASE_SPOT_ETH_BTC,1424659,0.0738,15.27285206,0.07376,3.93065408,2022-12-11T22:54:24.655581400Z,2022-12-11T22:54:24.585368Z
c33aca4c-c1ce-4432-be34-67b44709e7f1,QUOTE_COINBASE_SPOT_ETH_BTC,1424660,0.0738,14.44285206,0.07376,3.93065408,2022-12-11T22:54:25.839740Z,2022-12-11T22:54:25.772286Z
1d1cef7c-f63c-4df9-8af3-de9d7fcf219f,QUOTE_COINBASE_SPOT_ETH_BTC,1424662,0.0738,6.44285206,0.07376,2.58,2022-12-11T22:54:26.535118500Z,2022-12-11T22:54:26.467075Z
d7fe7cb2-f220-4fc0-b55e-e58b249629ff,QUOTE_COINBASE_SPOT_ETH_BTC,1424663,0.0738,6.44285206,0.07377,1,2022-12-11T22:54:28.163997500Z,2022-12-11T22:54:28.096155Z
d4dd699c-0fdd-4268-8c71-512450b2a970,QUOTE_COINBASE_SPOT_ETH_BTC,1424666,0.0738,6.52285206,0.07377,1.75,2022-12-11T22:54:29.655471900Z,2022-12-11T22:54:29.587659Z
fa46383d-7bf3-4691-8ccb-23a7e65d2e5a,QUOTE_COINBASE_SPOT_ETH_BTC,1424667,0.0738,6.52285206,0.07377,0.75,2022-12-11T22:54:29.813578900Z,2022-12-11T22:54:29.743938Z
919eae0f-ef05-4333-8887-4373bfa1be73,QUOTE_COINBASE_SPOT_ETH_BTC,1424668,0.0738,5.69285206,0.07377,0.75,2022-12-11T22:54:30.676149200Z,2022-12-11T22:54:30.607794Z
dff3e8aa-3ebd-4372-8648-aaebca05eef1,QUOTE_COINBASE_SPOT_ETH_BTC,1424669,0.0738,5.69285206,0.07377,1.75,2022-12-11T22:54:30.977969500Z,2022-12-11T22:54:30.910299Z
2eff349a-b790-4c7b-abd9-a99edbcbdfeb,QUOTE_COINBASE_SPOT_ETH_BTC,1424671,0.0738,3.4468,0.07377,1.75,2022-12-11T22:54:31.587973600Z,2022-12-11T22:54:31.508139Z
d8059455-d374-4490-b3ae-a8bcc0bf7fc0,QUOTE_COINBASE_SPOT_ETH_BTC,1424679,0.07382,3.08,0.07378,1.75,2022-12-11T22:54:32.182208100Z,2022-12-11T22:54:32.114873Z
c298de3e-e1b0-4c7a-912a-2f4c007a0a64,QUOTE_COINBASE_SPOT_ETH_BTC,1424682,0.07382,11.47515961,0.07378,0.75,2022-12-11T22:54:33.044236200Z,2022-12-11T22:54:32.976760Z
28c8c73d-62a8-4ebd-9b4f-84912d8861c8,QUOTE_COINBASE_SPOT_ETH_BTC,1424683,0.07382,11.47515961,0.07378,1.75,2022-12-11T22:54:34.108135900Z,2022-12-11T22:54:34.035716Z
e10d583a-b535-4663-b9f2-761175b2602a,QUOTE_COINBASE_SPOT_ETH_BTC,1424686,0.07382,10.72515961,0.07379,0.74,2022-12-11T22:54:36.129328400Z,2022-12-11T22:54:36.061802Z
ba4c200e-f9a2-4a3d-be6a-5df4206c7cbd,QUOTE_COINBASE_SPOT_ETH_BTC,1424687,0.07382,11.47366147,0.07379,0.74,2022-12-11T22:54:36.243884900Z,2022-12-11T22:54:36.171528Z
aa52d194-143f-4b2c-8291-c9ed2db9990e,QUOTE_COINBASE_SPOT_ETH_BTC,1424688,0.07382,12.77366147,0.07379,0.74,2022-12-11T22:54:43.066416800Z,2022-12-11T22:54:42.998064Z
1c658017-7f04-4751-9be9-b92e167f32a3,QUOTE_COINBASE_SPOT_ETH_BTC,1424689,0.07382,11.47366147,0.07379,0.74,2022-12-11T22:54:44.056187700Z,2022-12-11T22:54:43.988474Z
0663ea37-650f-4736-aa12-80bb917a84b7,QUOTE_COINBASE_SPOT_ETH_BTC,1424691,0.07382,11.47366147,0.07378,3.25,2022-12-11T22:54:47.643654600Z,2022-12-11T22:54:47.575752Z
25e0571b-a3fe-4e23-83cc-dbf3c91621db,QUOTE_COINBASE_SPOT_ETH_BTC,1424692,0.07382,11.47366147,0.07378,2.5,2022-12-11T22:54:48.559770500Z,2022-12-11T22:54:48.492255Z
9af262ec-340b-4f4d-9e1d-98431d2547d2,QUOTE_COINBASE_SPOT_ETH_BTC,1424693,0.07382,10.72515961,0.07378,2.5,2022-12-11T22:54:49.731480100Z,2022-12-11T22:54:49.664077Z
